stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
12,91A,Rejtana / Kustronia 02,,50.0364750044729,22.0169100165367,,,
29,16N,Armii Krajowej kościół 09 nż,,50.0365611435125,22.0325312018394,,,
30,14N,Niepodległości / Armii Krajowej 05,,50.03227,22.0324,,,
5,12N,Niepodległości / Mieszka I 03 nż,,50.03105,22.02533,,,
6,10N,Niepodległości dom dziecka 01 nż,,50.02976,22.02257,,,
289,5E,Wyzwolenia / Lubelska 02 nż,,50.0517691523221,22.0013397932053,,,
290,7E,Wyzwolenia WORD 04 nż,,50.0532743608098,21.9974961876869,,,
1103,76E,Wyzwolenia / Przy Torze 06 nż,,50.054819,21.993554,,,
147,9E,Wyzwolenia / Iranka-Osmeckiego 08,,50.0558696151292,21.9872796535492,,,
148,11E,Wyzwolenia / Brydaka 10,,50.0562622492116,21.9826018810272,,,
258,21E,Ofiar Katynia / Wyzwolenia 02,,50.0550963921259,21.9783639907837,,,
259,23E,Ofiar Katynia kładka 04,,50.0528696469211,21.9782164692879,,,
33,84G,Ofiar Katynia galeria 06,,50.0492425692432,21.9751225411892,,,
34,8G,Kotuli / Ustrzycka 02 nż,,50.0471085621285,21.9716155529022,,,
35,52G,Kotuli domki 04 nż,,50.04446,21.96892,,,
781,82G,Wyspiańskiego / German 04 nż,,50.0397636833219,21.9675976037979,,,
229,76G,Strzelnicza 01 nż,,50.03717,21.96695,,,
230,80G,Plenerowa 01 nż,,50.0353534600729,21.9682171940804,,,
231,78G,Panoramiczna 01 nż,,50.0338593189458,21.9719488173723,,,
154,14F,Witosa / Panoramiczna 01 nż,,50.0333945708454,21.9762182235718,,,
232,28G,Langiewicza / Wita Stwosza 05 nż,,50.0305387910143,21.9778878986835,,,
128,51G,Wita Stwosza pętla 01,,50.0313494534707,21.9799894094467,,,
297,4H,Bardowskiego 01,,50.0416852769305,22.0100650191307,,,
443,5L,Lubelska / Borowa 08 nż,,50.058388961322,22.0074887573719,,,
444,7L,Lubelska Os. Ogrody 10 nż,,50.0638577086916,22.0112586021423,,,
1065,195L,Lubelska Ogrody Hiszpańskie 12 nż,,50.0681000353967,22.0145711302757,,,
445,9L,Lubelska MPK 14 nż,,50.0709337832316,22.0195358991623,,,
446,11L,Lubelska granica 16 nż,,50.07323,22.02357,,,
787,13L,Trzebownisko 29 nż,,50.0798195784382,22.0275717973709,,,
788,43L,Trzebownisko mleczarnia 31 nż,,50.0834271337095,22.035146355629,,,
789,111L,Trzebownisko pływalnia 33 nż,,50.0888259112676,22.0473128557205,,,
790,47L,Nowa Wieś 35 nż,,50.09423,22.05168,,,
765,49L,Nowa Wieś Port Lotniczy 37 nż,,50.10005,22.05524,,,
791,51L,Jasionka Aeroklub 02 nż,,50.1117205000201,22.0546996593475,,,
881,101L,Jasionka przedszkole ochronka 04 nż,,50.1126433145972,22.0518256723881,,,
882,105L,Jasionka Borg 06 nż,,50.11577,22.03297,,,
1081,999L,Jasionka PCN Łukasiewicz 14 nż,,50.1171659668909,22.0232239365578,,,
448,98L,Jasionka - Port Lotniczy,,50.1155114085327,22.0242539048195,,,
664,185L,Tajęcina MTU Aero Engines 04 nż,,50.1203992422906,22.0270594954491,,,
665,187L,Tajęcina Goodrich / OPTeam 02 nż,,50.1227208745006,22.0290926098824,,,
1009,194L,Tajęcina Aero 16 nż,,50.1216976504774,22.0327430963516,,,
1010,192L,Jasionka EME Aero 02,,50.1216804532481,22.0378956198692,,,
116,3B,Dworzec Główny PKP 03,,50.042512976877,22.0067216455936,,,
113,4B,Pl. Kilińskiego 01,,50.041525936593,22.0080131292343,,,
173,24A,Powst. Warszawy / Hetmańska 03,,50.02037,21.9931,,,
174,26A,Powst. Warszawy politechnika 01,,50.02054,21.98751,,,
324,26D,Potockiego pętla 10,,50.0626507119578,22.0705702900887,,,
325,102D,Potockiego / Grafitowa 05 nż,,50.0605259106816,22.0641598105431,,,
326,24D,Potockiego / Ametystowa 03 nż,,50.0588538979709,22.0610149204731,,,
327,22D,Potockiego / Nefrytowa 01 nż,,50.0590002659835,22.0526692271233,,,
328,20D,Stączka / Potockiego 03 nż,,50.05851,22.04639,,,
329,18D,Stączka kościół 01 nż,,50.05486,22.04097,,,
330,12D,Księżycowa / Załęska 01 nż,,50.0533001934953,22.0336550474167,,,
743,164D,Rzecha / Załęska 01 nż,,50.0558257019071,22.0337449014187,,,
332,108D,Sieciecha / Załęska 02 nż,,50.05014,22.03165,,,
333,10D,Załęska / Konf. Barskich 01 nż,,50.04606,22.02807,,,
334,8D,Konf. Barskich / Traugutta 01 nż,,50.0425,22.0311,,,
158,87B,Matuszczaka / Rymanowska 02 nż,,50.01574,21.97598,,,
159,89B,Matuszczaka pętla 04,,50.0145208790502,21.9789500534534,,,
62,68A,Łukasiewicza pętla 10,,50.0035680676955,22.0295693725348,,,
386,42E,Kalinowa pętla 04,,50.0355653667824,21.8883302807808,,,
1013,66E,Kalinowa / Dębicka 01 nż,,50.0360443069569,21.8965914845467,,,
387,40E,Dębicka / Św. Jakuba 19 nż,,50.038066828965,21.9014060497284,,,
388,38E,Dębicka / Działowa 17 nż,,50.04186,21.91198,,,
389,44E,Dębicka / Ciche Wzgórze 15 nż,,50.0446092935399,21.9203934073448,,,
390,36E,Dębicka / Złocista 13 nż,,50.04648,21.92472,,,
391,46E,Dębicka / Stadionowa 11 nż,,50.0484313476935,21.9291307032108,,,
392,34E,Dębicka szkoła 09 nż,,50.05083,21.93714,,,
393,32E,Dębicka dom kultury 07 nż,,50.0534672445258,21.947269141674,,,
394,30E,Dębicka / Ustrzycka 05 nż,,50.0549870377556,21.9541342556477,,,
395,28E,Dębicka kościół 03 nż,,50.05443,21.95927,,,
396,26E,Dębicka / Krakowska 01 nż,,50.0541853851159,21.9664013385773,,,
338,16E,Wyzwolenia / Mikołajczyka 11 nż,,50.0546417518481,21.9736164808273,,,
235,1D,Lwowska jedn. wojskowa 02,,50.038327,22.019769,,,
236,25D,Lwowska szpital 06,,50.0377102235198,22.0369192957878,,,
237,41D,Leszka Czarnego / Anny Jagiellonki 02 nż,,50.0366731240329,22.0401513576508,,,
238,43D,Leszka Czarnego / Litewska 04 nż,,50.0323522093512,22.0416694879532,,,
239,137D,Witolda seminarium 02 nż,,50.02924,22.04196,,,
240,45D,Paderewskiego kościół 08,,50.0265817692517,22.0429515838623,,,
318,47D,Św. Rocha szkoła 02 nż,,50.0241538074561,22.0471465587616,,,
319,49D,Św. Rocha bloki 04 nż,,50.0207977107332,22.050829231739,,,
320,51D,Św. Rocha domki 06 nż,,50.0169730255988,22.0555948466063,,,
321,53D,Św. Rocha kapliczka 08 nż,,50.0111546290728,22.0619154721498,,,
1007,99E,Św. Rocha górka 10 nż,,50.0082371940628,22.065946161747,,,
322,55D,Św. Rocha / Św. Walentego 12 nż,,50.0048049950638,22.0692694187164,,,
323,70D,Św. Rocha lasek pętla 11,,50.0048015472268,22.0747116208076,,,
313,48S,Piłsudskiego U. Marszałkowski 07,,50.0414863167514,21.9977322220802,,,
400,51B,Boguchwała 64 nż,,49.9923,21.95613,,,
401,53B,Boguchwała 66 nż,,49.9879860915218,21.9506393373013,,,
402,57B,Boguchwała 68,,49.9849525625177,21.9455216825008,,,
344,108B,Zwięczycka staw 03 nż,,49.9941568958686,21.9618281722069,,,
617,27D,Lwowska / Olbrachta 08 nż,,50.0383304052004,22.0467174053192,,,
809,135D,Bałtycka 02 nż,,50.0398532617837,22.0533853769302,,,
810,131D,Morgowa / Bałtycka 03 nż,,50.0417136997459,22.0523634552956,,,
811,193D,Morgowa / Cienista 01 nż,,50.0413502309591,22.047758102417,,,
141,83D,Cienista cmentarz 04,,50.0418583974545,22.0451563596725,,,
604,63D,Olbrachta / Lwowska 02 nż,,50.0376258092828,22.0477044582367,,,
605,65D,Olbrachta / Zygmunta I Starego 04 nż,,50.03516,22.05365,,,
606,67D,Olbrachta domki 06 nż,,50.03343,22.05785,,,
607,189D,Olbrachta / Św. Kingi 08 nż,,50.03198,22.06261,,,
131,70G,Bł. Karoliny / Sanocka 03 nż,,50.0427816963715,21.9613856077194,,,
132,58G,Bł. Karoliny / Strzyżowska 01 nż,,50.042123675454,21.9671013951302,,,
133,55G,Kotuli / Solarza 03 nż,,50.0432502293282,21.9689467549324,,,
134,9G,Kotuli / Zbyszewskiego 01 nż,,50.0462266848314,21.9710469245911,,,
335,127A,Kopisto U. Skarbowy 03,,50.0289389632124,22.009225487709,,,
336,120A,Kopisto uniwersytet 01,,50.0283272756025,22.013895213604,,,
57,134A,Sikorskiego / Powst. Warszawy 02 nż,,50.0166,22.01689,,,
1011,189L,Jasionka EME Aero 01,,50.1219762447313,22.0370319485664,,,
1012,191L,Tajęcina Aero 15 nż,,50.1215858683766,22.0333760976791,,,
592,188L,Tajęcina Goodrich / OPTeam 01 nż,,50.1223373830175,22.0285883545876,,,
593,186L,Tajęcina MTU Aero Engines 05 nż,,50.1203837643647,22.0269066095352,,,
1043,112L,Jasionka Port Lotniczy CWK 05 nż,,50.1170249360791,22.0236879587173,,,
883,113L,Jasionka Borg 07 nż,,50.1158347570728,22.0318338274956,,,
884,110L,Jasionka przedszkole ochronka 09 nż,,50.1124050873738,22.0527590811253,,,
796,50L,Jasionka Aeroklub 11 nż,,50.1114212049867,22.0543831586838,,,
764,48L,Nowa Wieś Port Lotniczy 72 nż,,50.09861,22.05431,,,
797,46L,Nowa Wieś 74 nż,,50.09323,22.05047,,,
798,114L,Trzebownisko pływalnia 52 nż,,50.08792,22.04613,,,
803,42L,Trzebownisko mleczarnia 54 nż,,50.08353,22.03358,,,
802,14L,Trzebownisko 56 nż,,50.07824,22.02731,,,
595,12L,Lubelska granica 15 nż,,50.07295,22.02262,,,
501,10L,Lubelska MPK 13 nż,,50.07004,22.01743,,,
804,190L,Lubelska Ogrody Hiszpańskie 11 nż,,50.0672288739208,22.0132595300674,,,
502,8L,Lubelska Os. Ogrody 09 nż,,50.06314,22.01033,,,
503,6L,Lubelska / Borowa 07 nż,,50.058469034066,22.0071172714233,,,
166,164A,Robotnicza / Goździkowa 01 nż,,50.00138,22.02368,,,
1016,14A,Strażacka / Urocza 03 nż,,50.0062565124427,22.0062160491943,,,
169,162A,Strażacka / Graniczna 01 nż,,50.00927,22.00369,,,
703,112B,Dąbrowskiego kościół 05 nż,,50.0246328614464,21.9884276390076,,,
176,145G,Wincentego Pola politechnika 01 nż,,50.0266,21.98702,,,
299,21G,Boya Żeleńskiego 01 nż,,50.0296889160524,21.9819279760122,,,
179,5G,Wiktora / Witosa 02 nż,,50.040816219693,21.9766339659691,,,
180,7G,Wiktora / Stojałowskiego 04 nż,,50.0412744361734,21.971580684185,,,
468,9999,Lubelska Zajezdnia MPK,,50.0715242697491,22.021202892065,,,
216,25B,Beskidzka szkoła 02 nż,,50.0061616997002,21.9590400159359,,,
226,35B,Beskidzka / Karkonoska 04 nż,,50.0076338619181,21.9489374756813,,,
227,37B,Beskidzka Pod Racławówką 06 nż,,50.00518,21.94499,,,
885,93B,Beskidzka granica 08 nż,,50.0033948091256,21.9355800747871,,,
886,39B,Racławówka granica 37 nż,,50.0017371843757,21.9300399720669,,,
887,95B,Racławówka spółdzielnia 35 nż,,50.0011178231749,21.9216681271791,,,
888,41B,Racławówka OSP 33 nż,,50.002096642958,21.9163003563881,,,
889,97B,Racławówka poczta 31 nż,,50.0043964246659,21.9109171628952,,,
890,43B,Racławówka szkoła skrzyżowanie 06 nż,,50.00766,21.90662,,,
891,105B,Racławówka szkoła 29 nż,,50.0081130806404,21.9041579961777,,,
892,45B,Racławówka łąki 27 nż,,50.0108917655266,21.8999147415161,,,
893,119B,Racławówka 25 nż,,50.0147509750851,21.8952879309654,,,
894,113B,Racławówka Zabierzów 23,,50.0171845825454,21.8914979696274,,,
67,11A,Targowa 01,,50.0372312999625,22.0096385478973,,,
68,13A,Szopena Filharmonia 02 nż,,50.0328949293162,22.004803866148,,,
69,140A,Kilara 01 nż,,50.031380466853,22.0015919208527,,,
79,107A,Sikorskiego / Strażacka 10 nż,,50.00015,22.01772,,,
80,109A,Sikorskiego / Białogórska 12 nż,,49.992939524481,22.0179212093353,,,
81,111A,Sikorskiego / Rodzinna 14 nż,,49.9885456954982,22.0181062817574,,,
83,115A,Tyczyn Grunwaldzka POM 82 nż,,49.97005203665,22.0274376869202,,,
84,117A,Tyczyn Orkana skrzyżowanie 13 nż,,49.9672899691062,22.0283523201942,,,
85,141A,Budziwojska / Herbowa 02 nż,,49.96633,22.02054,,,
86,119A,Budziwojska / Legionistów 04 nż,,49.9663082841873,22.0134848356247,,,
87,143A,Budziwojska / Tarnopolska 06 nż,,49.96628,22.00684,,,
88,121A,Budziwojska / Karmelicka 08 nż,,49.96622,22.00058,,,
89,49A,Budziwojska / Jana Pawła II 10 nż,,49.9664031755193,21.9942238926888,,,
90,155A,Budziwojska szkoła 12,,49.969114400636,21.9878067076206,,,
91,105A,Budziwojska / Podleśna 14 nż,,49.96841,21.98342,,,
92,135A,Budziwojska / Kwiatowa 16 nż,,49.96652,21.9788,,,
93,137A,Poselska / Budziwojska 03 nż,,49.963439027026,21.9763281941414,,,
94,159A,Poselska / Podleśna 01 nż,,49.9645734651371,21.9837230443954,,,
95,161A,Podleśna / Podlesie 02 nż,,49.95629,21.98231,,,
96,163A,Podleśna / Liliowa 04 nż,,49.9512406187305,21.9820466637611,,,
97,183A,Podleśna / Nadziei 06 nż,,49.9473331614929,21.9812124967575,,,
98,165A,Podleśna / Jarzębinowa 08 nż,,49.9380551326338,21.9796675443649,,,
99,125A,Hermanowa Przylasek 02 nż,,49.9355709068846,21.9809764623642,,,
100,167A,Hermanowa Przylasek źródełko 04 nż,,49.933043390809,21.9879367947578,,,
403,3A,Trembeckiego / Siemieńskiego 04 nż,,50.0533053600307,22.0117226243019,,,
404,5A,Siemieńskiego U. Skarbowy 03 nż,,50.0502277285689,22.0112881064415,,,
405,7A,Siemieńskiego dom studenta 01 nż,,50.04833,22.01064,,,
406,9A,Żółkiewskiego / Kochanowskiego 01 nż,,50.0447057529087,22.0132622122765,,,
407,3H,Bardowskiego 02,,50.0416159424162,22.0100153982639,,,
340,18J,Zawiszy Czarnego 03 nż,,50.0129653320102,21.9635850191116,,,
341,16J,Zawiszy Czarnego / Podgórska 01 nż,,50.0153128529069,21.9686490297318,,,
342,12J,Architektów 01,,50.01813,21.97201,,,
26,10J,Przemysłowa U. Celny 05 nż,,50.0191699840158,21.9658488035202,,,
429,68D,Św. Rocha górka 09 nż,,50.007194,22.067111,,,
430,66D,Św. Rocha kapliczka 07 nż,,50.0116312271801,22.0616894960403,,,
431,64D,Św. Rocha domki 05 nż,,50.0169622538353,22.0557953417301,,,
432,62D,Św. Rocha bloki 03 nż,,50.02003,22.05189,,,
433,60D,Św. Rocha szkoła 01 nż,,50.0246259686171,22.0467442274094,,,
652,26N,Niemierskiego 01 nż,,50.0318456651833,22.0410257577896,,,
661,166N,Armii Krajowej skarbiec 07 nż,,50.031661309347,22.0334619283676,,,
497,6N,Armii Krajowej / Mieszka I 05 nż,,50.02717,22.03191,,,
662,22N,Armii Krajowej / Krzyżanowskiego 03 nż,,50.0208278692574,22.0277327299118,,,
663,24N,Armii Krajowej hotel 01 nż,,50.0185237034811,22.0250424742699,,,
586,1F,Bat. Chłopskich / Dąbrowskiego 02 nż,,50.0227390194015,21.9825053215027,,,
24,7F,Przemysłowa / Bat. Chłopskich 02 nż,,50.0268385160208,21.9753921031952,,,
25,9F,Przemysłowa / Magazynowa 04,,50.02305,21.9706,,,
591,81A,Pienińska / Matysowska 01 nż,,49.991884,22.069726,,,
1073,211A,Matysowska / Św. Walentego 05 nż,,49.993013,22.068741,,,
648,79A,Matysowska górka 03 nż,,49.9940034329012,22.062896490097,,,
649,77A,Matysowska szkoła 01 nż,,49.9982648657389,22.055869102478,,,
650,75A,Kiepury / Wichrowa 03 nż,,50.0046,22.04635,,,
142,69A,Łukasiewicza / Sasanki 03 nż,,50.0062358260421,22.0264023542404,,,
143,67A,Łukasiewicza / Krokusowa 01 nż,,50.0090525423278,22.0219391584396,,,
149,17E,Obr. Poczty Gdańskiej / Wyzwolenia 02,,50.0562880802886,21.9784015417099,,,
150,19E,Obr. Poczty Gdańskiej / Starzyńskiego 04,,50.0587333592724,21.9775888323784,,,
160,9S,Krakowska / Wyzwolenia 08 nż,,50.0526225114425,21.970851123333,,,
368,19S,Świlcza Nowy Dwór 71 nż,,50.06663,21.92433,,,
369,21S,Świlcza osiedle 73 nż,,50.0707,21.90747,,,
424,39S,Świlcza 75 nż,,50.0719322693051,21.8965271115303,,,
425,27S,Trzciana Woliczka 77 nż,,50.0715896876331,21.8662664294243,,,
426,29S,Trzciana Gminny Ośrodek Kultury 01 nż,,50.0712178374201,21.8388207256794,,,
427,31S,Trzciana sklep 03 nż,,50.0651455975339,21.8395087122917,,,
428,33S,Trzciana pętla 05,,50.05884,21.83644,,,
233,55A,Podwisłocze U. Skarbowy 03,,50.0285099211694,22.0073747634888,,,
234,57A,Podwisłocze domki 01,,50.0239745917857,22.0044887065887,,,
408,25A,Kwiatkowskiego / Powst. Warszawy 02,,50.0190631329006,22.0038932561874,,,
409,27A,Kwiatkowskiego dom studenta 04 nż,,50.0166,22.00214,,,
410,29A,Kwiatkowskiego / Strażacka 06 nż,,50.01277,21.99952,,,
504,171A,Strażacka / Graniczna 02 nż,,50.00976,22.00306,,,
720,209A,Strażacka / Urocza 04 nż,,50.0064461373667,22.005800306797,,,
137,9N,Niepodległości / Rejtana 02,,50.02821,22.01823,,,
7,33N,Krzyżanowskiego szkoła 02 nż,,50.0261613219144,22.0244497060776,,,
375,3N,Krzyżanowskiego / Paderewskiego 03 nż,,50.0247216065352,22.0273049175739,,,
315,5N,Armii Krajowej / Powst. Listopad. 06 nż,,50.0250050727595,22.031015753746,,,
376,25N,Paderewskiego / Armii Krajowej 04 nż,,50.02706,22.03288,,,
377,7N,Paderewskiego park 06 nż,,50.02649,22.03894,,,
994,51E,Wieniawskiego / Sulikowskiego 02 nż,,50.022476219224,22.0454983413219,,,
995,55E,Wieniawskiego / Niemaszków 04 nż,,50.02067,22.04544,,,
996,61E,Wieniawskiego / Karpa 06,,50.01742,22.0435,,,
997,63E,Wieniawskiego działki 08 nż,,50.01327,22.03982,,,
998,65E,Wieniawskiego / Dunikowskiego 10 nż,,50.0092456037393,22.0358625054359,,,
999,15C,Wieniawskiego / Słonecznikowa 12 nż,,50.00626,22.03256,,,
808,77G,Sanocka / Krośnieńska 02 nż,,50.0446041260682,21.9608813524246,,,
374,6G,Wiktora park 01 nż,,50.0409316355344,21.9731873273849,,,
758,60G,Solarza 01 nż,,50.04332,21.97529,,,
378,57D,Słocińska szkoła 02 nż,,50.0256,22.04742,,,
379,115D,Słocińska cmentarz 04 nż,,50.02782068898,22.0534470677376,,,
380,59D,Słocińska / Niedziochy 06 nż,,50.0285926283675,22.0578244328499,,,
381,61D,Słocińska / Pileckich 08 nż,,50.0289734242544,22.0657758414745,,,
382,97D,Słocińska / Rodziny Lutaków 10 nż,,50.0305465444926,22.071271687746,,,
383,105D,Malawa granica 02 nż,,50.0339269417886,22.0813259482384,,,
384,107D,Malawa skrzyżowanie 04 nż,,50.0334273057986,22.0878142118454,,,
385,109D,Malawa OSP 06 nż,,50.0324521392023,22.0958876609802,,,
540,31G,Staroniwska pętla 12 nż,,50.0279318283394,21.9551239907742,,,
541,34G,Staroniwska kościół 05 nż,,50.0286891199185,21.960768699646,,,
542,32G,Staroniwska szkoła 03 nż,,50.0297341454587,21.9663704931736,,,
543,56G,Staroniwska / Rzemieślnicza 01 nż,,50.03014,21.97188,,,
145,1E,Okulickiego centrum handlowe 02,,50.04844,21.98697,,,
146,3E,Okulickiego / Zwierzyniecka 04 nż,,50.0525717064303,21.9890928268433,,,
603,2,Trembeckiego ZTM 02 nż,,50.0540665568395,22.0087426900864,,,
349,8F,Przemysłowa / Architektów 03,,50.02242,21.97,,,
350,6F,Przemysłowa / Bat. Chłopskich 01 nż,,50.02527,21.97373,,,
155,4F,Bat. Chłopskich / Przemysłowa 03 nż,,50.02618,21.97643,,,
156,2F,Bat. Chłopskich / Podkarpacka 01 nż,,50.02329,21.98097,,,
749,165D,Krasne Auchan 01,,50.03818,22.06646,,,
282,42D,Lwowska granica 11 nż,,50.0395138963434,22.0625826716423,,,
985,34C,Borowa 01 nż,,50.0676618741421,21.9924482703209,,,
933,30C,Krogulskiego / Welca 03 nż,,50.0643570279889,22.0015436410904,,,
934,28C,Krogulskiego / Gromskiego 01 nż,,50.0626670694632,22.007137387991,,,
520,27E,Dębicka / Krakowska 02 nż,,50.0540932501736,21.9656858593225,,,
521,29E,Dębicka kościół 04 nż,,50.0549870377556,21.9579376280308,,,
522,31E,Dębicka / Ustrzycka 06 nż,,50.0549259025265,21.9521990418434,,,
523,33E,Dębicka dom kultury 08 nż,,50.0533518588246,21.9463813304901,,,
524,35E,Dębicka szkoła 10 nż,,50.05059,21.93594,,,
525,59E,Dębicka / Stadionowa 12 nż,,50.0479835337456,21.9277238845825,,,
526,37E,Dębicka / Złocista 14 nż,,50.04611,21.92347,,,
527,43E,Dębicka / Ciche Wzgórze 16 nż,,50.0441132137242,21.9186633825302,,,
528,39E,Dębicka / Działowa 18 nż,,50.0428902172795,21.9149243831635,,,
529,45E,Dębicka / Leśne Wzgórze 20 nż,,50.04042,21.90716,,,
530,41E,Dębicka / Św. Jakuba 22 nż,,50.0371139699001,21.9001707608726,,,
1008,67E,Kalinowa / Dębicka 02 nż,,50.0361132188191,21.8956232070923,,,
114,123A,Tyczyn Grunwaldzka park 02 nż,,49.9647520396515,22.0299589633942,,,
711,185A,Tyczyn Mickiewicza 04 nż,,49.9614,22.03381,,,
860,187A,Hermanowa dół 06 nż,,49.9562280341967,22.0314462482929,,,
861,189A,Hermanowa dworek 08 nż,,49.9491842380622,22.0258927345276,,,
862,191A,Hermanowa szkoła 10 nż,,49.940797,22.019327,,,
1109,152W,Hermanowa cmentarz 12 nż,,49.9375078888991,22.0209574699402,,,
863,193A,Hermanowa kościół 14 nż,,49.931631,22.020034,,,
1006,203A,Hermanowa Czerwonki 16 nż,,49.9266575419704,22.0279982686043,,,
866,197A,Hermanowa Kamieniec skrz. 61 nż,,49.9315629023076,22.0314610004425,,,
867,199A,Hermanowa Czerwonki środek 63 nż,,49.933153886086,22.0421925187111,,,
455,91D,Żołnierzy I Armii WP 02,,50.0390522176795,22.0326411724091,,,
456,5D,Konf. Barskich / Traugutta 02 nż,,50.043322,22.031312,,,
457,7D,Załęska / Konf. Barskich 02 nż,,50.0467296324627,22.0286956429482,,,
458,95D,Sieciecha / Załęska 01 nż,,50.0500089973882,22.0318150520325,,,
459,155D,Rzecha / Załęska 02 nż,,50.0557731781964,22.0357203483582,,,
608,93D,Załęska / Rzecha 04 nż,,50.0585370527436,22.0357176661491,,,
609,16D,Załęska zakład karny 08 nż,,50.0612818272691,22.0374476909637,,,
676,170D,Spichlerzowa pętla 04 nż,,50.0678848289939,22.0610564947128,,,
680,168D,Spichlerzowa / Załęska 01 nż,,50.0677436530691,22.0491474866867,,,
681,166D,Załęska / Spichlerzowa 09 nż,,50.0648735597233,22.0437508821487,,,
682,174D,Załęska zakład karny 07 nż,,50.0616520326421,22.0377802848816,,,
646,106D,Załęska / Rzecha 05 nż,,50.0584251232229,22.0353448390961,,,
500,3F,Bat. Chłopskich / Langiewicza 04 nż,,50.0289372401597,21.976615190506,,,
4,18N,Mieszka I / Kustronia 02 nż,,50.036767876577,22.0215877890587,,,
8,2N,Paderewskiego / Ossolińskich 01 nż,,50.0239177251352,22.0210942625999,,,
363,2A,Trembeckiego ZTM 05 nż,,50.0543197123784,22.0082920789719,,,
371,25E,Mikołajczyka pętla 03,,50.050365511478,21.975811868906,,,
138,13N,Niepodległości działki 06 nż,,50.0318310201193,22.0299991965294,,,
139,15N,Armii Krajowej szpital 10 nż,,50.03468,22.03341,,,
666,10F,Przemysłowa U. Celny 06 nż,,50.01916,21.96558,,,
1082,20J,Przemysłowa / Żołnierzy 9 DP 08 nż,,50.0155541481143,21.960945725441,,,
859,22J,Żołnierzy 9 DP / Świętokrzyska 04 nż,,50.0147009917705,21.957705616951,,,
1084,30J,Żołnierzy 9 DP bloki 06 nż,,50.015704,21.950615,,,
454,118A,Kopisto uniwersytet 02,,50.0287442578607,22.0154213905334,,,
782,93S,Chmury 02 nż,,50.069604731585,21.9381898641586,,,
783,99S,Inwestycyjna 02 nż,,50.072126799517,21.9466736912727,,,
1030,109S,Technologiczna / Kapitałowa 02 nż,,50.07077,21.96269,,,
1031,111S,Biznesowa / Kapitałowa 02 nż,,50.0742751868939,21.9650200009346,,,
1032,113S,Biznesowa / Innowacyjna 04 nż,,50.07469,21.96872,,,
1033,115S,Biznesowa 06,,50.07716,21.96953,,,
878,131B,Rymanowska 02 nż,,50.0139115932169,21.9749696552753,,,
879,114B,Bieszczadzka 01 nż,,50.013166995797,21.9718649983406,,,
260,47E,Mikołajczyka pętla 01,,50.0504042628499,21.9752030074596,,,
40,49E,Miłocińska pętla 01,,50.0680483859481,21.9721278548241,,,
41,22E,Miłocińska szkoła 02 nż,,50.0671285860357,21.971258148551,,,
1114,86E,Miłocińska / Laurowa 02 nż,,50.063277458703,21.974630355835,,,
42,53E,Obr. Poczty Gdańskiej / Miłocińska 03,,50.0620360100805,21.9792088866234,,,
23,16F,Bat. Chłopskich / Staroniwska 05 nż,,50.0289699781514,21.9760680198669,,,
876,103B,Bieszczadzka 02 nż,,50.0131118399736,21.97175770998,,,
877,116B,Rymanowska 01 nż,,50.0136720133616,21.9748985767365,,,
370,38S,Świlcza 58,,50.0716378902273,21.8967041373253,,,
755,213A,Tyczyn Mickiewicza 02 nż,,49.9499703847233,22.0379036664963,,,
756,215A,Tyczyn Lasek I 04 nż,,49.9441727908458,22.0409613847733,,,
757,217A,Tyczyn Lasek II 06 nż,,49.9442841236466,22.0493191480637,,,
751,206A,Kielnarowa pętla 07,,49.94624,22.05786,,,
822,61B,Boguchwała 70 nż,,49.9819679972333,21.9392198324203,,,
823,75B,Boguchwała 72 nż,,49.9770341332502,21.9277158379555,,,
824,77B,Boguchwała 74 nż,,49.9741706905378,21.923660337925,,,
825,79B,Lutoryż 76 nż,,49.9647882720808,21.9217479228973,,,
826,90B,Lutoryż kościół 09 nż,,49.9645605249292,21.918356269598,,,
827,83B,Lutoryż szkoła 07 nż,,49.9671493599289,21.9112886488438,,,
828,85B,Lutoryż wieś 05 nż,,49.9659718497756,21.9016367197037,,,
814,96B,Lutoryż pętla 04,,49.9625331827222,21.8942177295685,,,
766,85G,Odrzykońska / Bł. Karoliny 02 nż,,50.0448857524625,21.950051933527,,,
984,91G,Odrzykońska / Baligrodzka 04 nż,,50.048007,21.95197,,,
767,87G,Iwonicka / Korczyńska 02 nż,,50.0493304076965,21.9505923986435,,,
312,49G,Kielanówka pętla 10,,50.0246,21.90426,,,
532,50G,Kielanówka poczta 09 nż,,50.0261010115436,21.9121281802654,,,
533,48G,Błękitne Wzgórze / Leśne Wzgórze 03 nż,,50.0287,21.91817,,,
534,46G,Kielanówka Słoneczny Stok 07 nż,,50.02825,21.92296,,,
535,44G,Kielanówka Ruch 05 nż,,50.0281765063328,21.9285808503628,,,
536,42G,Kielanówka Kopiec 03 nż,,50.0257615489015,21.9349095225334,,,
537,40G,Kielanówka cegielnia 01 nż,,50.0253255857457,21.9401076436043,,,
538,38G,Staroniwska / Kresowa 11 nż,,50.0255806160563,21.947084069252,,,
539,36G,Staroniwska / Zielarska 09 nż,,50.02647,21.95212,,,
544,26G,Boya Żeleńskiego 02 nż,,50.0292344658444,21.9814646244049,,,
